"These Lake Michigan phytoplankton data are a portion of a much larger dataset from all of the Laurention Great Lakes, and from additional years."										
"These data are available from Euan Reavie: _Natural Resources Research Institute, University of Minnesota Duluth, 5013 Miller Trunk Hwy, Duluth, MN 55811; _e_mail ereavie@d.umn.edu"										
num	year	lake	Season	DIV	station	sampletype	celltally	cellsperml	biovol	biovolperind
41341	2007	MI	2	2	8	2	1	0.76	2201.9	2909.28
41342	2007	MI	2	2	8	2	2	1.51	3850.05	2543.46
41304	2007	MI	2	3	8	2	1	3.34	471.76	141.37
41305	2007	MI	2	3	8	2	1	3.34	393.14	117.81
41350	2007	MI	2	3	8	1	1	3.34	223.65	67.02
41353	2007	MI	2	3	8	1	4	13.35	447.3	33.51
41374	2007	MI	2	3	8	1	2	6.67	141.97	21.27
41326	2007	MI	2	3	8	2	2	6.67	532779.03	79828.06
41376	2007	MI	2	3	8	1	2	6.67	1509.65	226.2
41386	2007	MI	2	3	8	1	14	46.72	747.5	16
41343	2007	MI	2	3	8	2	5	16.69	266.96	16
41351	2007	MI	2	4	8	1	3	10.01	961	95.99
41308	2007	MI	2	4	8	2	5	16.69	1379.8	82.7
41352	2007	MI	2	4	8	1	2	6.67	256.85	38.48
41363	2007	MI	2	4	8	1	1	3.34	167.74	50.27
41364	2007	MI	2	4	8	1	1	3.34	284.32	85.2
41318	2007	MI	2	4	8	2	7	23.36	6206.07	265.68
41365	2007	MI	2	4	8	1	28	93.44	12230.92	130.9
41319	2007	MI	2	4	8	2	2	6.67	778.41	116.63
41366	2007	MI	2	4	8	1	4	13.35	1630.78	122.17
41367	2007	MI	2	4	8	1	4	13.35	684.93	51.31
41369	2007	MI	2	4	8	1	26	86.76	817.82	9.43
41323	2007	MI	2	4	8	2	34	113.46	1008.65	8.89
41370	2007	MI	2	4	8	1	1	3.34	71.08	21.3
41324	2007	MI	2	4	8	2	1	3.34	62.9	18.85
41371	2007	MI	2	4	8	1	1	3.34	111.83	33.51
41372	2007	MI	2	4	8	1	1	3.34	1789.21	536.17
41378	2007	MI	2	4	8	1	5	16.69	199.03	11.93
41382	2007	MI	2	4	8	1	1	3.34	894.6	268.08
41387	2007	MI	2	4	8	1	2	6.67	1162.81	174.23
41388	2007	MI	2	4	8	1	7	23.36	2928.73	125.38
41344	2007	MI	2	4	8	2	22	73.42	9936.02	135.34
41309	2007	MI	2	5	8	2	1	3.34	6038.58	1809.56
41380	2007	MI	2	5	8	1	3	10.01	1733.29	173.14
41333	2007	MI	2	5	8	2	7	23.36	4138.44	177.16
41381	2007	MI	2	5	8	1	19	63.4	2560.17	40.38
41334	2007	MI	2	5	8	2	32	106.79	5682.79	53.22
41303	2007	MI	2	6	8	2	30	100.11	16354.37	163.36
41347	2007	MI	2	6	8	1	5	16.69	1677.38	100.53
41348	2007	MI	2	6	8	1	80	266.96	1118.26	4.19
41306	2007	MI	2	6	8	2	227	757.51	3173.05	4.19
41373	2007	MI	2	6	8	1	4	13.35	55.91	4.19
41325	2007	MI	2	6	8	2	42	140.16	587.08	4.19
41327	2007	MI	2	6	8	2	105	350.39	4403.13	12.57
41328	2007	MI	2	6	8	2	605	2018.91	25370.43	12.57
41329	2007	MI	2	6	8	2	30	100.11	1258.04	12.57
41383	2007	MI	2	6	8	1	3	10.01	90.86	9.08
41336	2007	MI	2	6	8	2	4	13.35	121.14	9.08
41389	2007	MI	2	6	8	1	15	50.06	209.67	4.19
41345	2007	MI	2	6	8	2	18	60.07	251.61	4.19
41321	2007	MI	2	7	8	2	1	3.34	2446.18	733.04
41322	2007	MI	2	7	8	2	1	3.34	1341.91	402.12
41377	2007	MI	2	7	8	1	2	6.67	70869.47	10618.61
41394	2007	MI	2	1	9	2	2	1.56	2980.08	1910.09
41398	2007	MI	2	1	9	2	2	1.56	68.93	44.18
41438	2007	MI	2	1	9	1	2	1.25	36.86	29.45
41399	2007	MI	2	1	9	2	3	2.34	73.6	31.45
41439	2007	MI	2	1	9	1	30	18.77	3161.35	168.42
41400	2007	MI	2	1	9	2	8	6.24	1098.38	176
41440	2007	MI	2	1	9	1	25	15.64	977.6	62.5
41401	2007	MI	2	1	9	2	7	5.46	312.38	57.21
41441	2007	MI	2	1	9	1	9	5.63	9524.55	1691.37
41402	2007	MI	2	1	9	2	6	4.68	8358.88	1785.88
41442	2007	MI	2	1	9	1	42	26.28	9697.4	369.01
41403	2007	MI	2	1	9	2	11	8.58	3702.73	431.51
41443	2007	MI	2	1	9	1	2	1.25	115.18	92.04
41404	2007	MI	2	1	9	2	33	25.74	6160.37	239.3
41444	2007	MI	2	1	9	1	1	0.63	99.86	159.59
41405	2007	MI	2	1	9	2	1	0.78	157.57	201.99
41458	2007	MI	2	1	9	1	1	3.34	62.9	18.85
41459	2007	MI	2	1	9	1	2	6.67	163.81	24.54
41419	2007	MI	2	1	9	2	4	26.7	1541.1	57.73
41463	2007	MI	2	1	9	1	1	0.63	998.88	1596.44
41422	2007	MI	2	1	9	2	4	3.12	6540.28	2096.01
41431	2007	MI	2	2	9	1	1	0.88	38.95	44.31
41434	2007	MI	2	2	9	1	17	14.94	10063.74	673.49
41393	2007	MI	2	2	9	2	27	39.19	25218.69	643.5
41445	2007	MI	2	2	9	1	4	3.52	3017.08	858.11
41406	2007	MI	2	2	9	2	2	2.9	998.53	343.97
41448	2007	MI	2	2	9	1	86	75.59	33336.48	441
41407	2007	MI	2	2	9	2	152	220.63	105934.53	480.16
41454	2007	MI	2	2	9	1	1	0.88	197.96	225.21
41465	2007	MI	2	2	9	1	312	274.24	47755.08	174.13
41424	2007	MI	2	2	9	2	111	161.11	24868.74	154.35
41425	2007	MI	2	2	9	2	193	280.14	131763.62	470.36
41466	2007	MI	2	2	9	1	5	4.4	2092.24	476.06
41467	2007	MI	2	2	9	1	1	0.88	5869.88	6678
41426	2007	MI	2	2	9	2	5	7.26	35660.31	4913.66
41468	2007	MI	2	2	9	1	2	1.76	3970.42	2258.52
41427	2007	MI	2	2	9	2	2	2.9	6000.76	2067.12
41390	2007	MI	2	3	9	2	2	13.35	1635.45	122.52
41432	2007	MI	2	3	9	1	1	3.34	48.92	14.66
41391	2007	MI	2	3	9	2	1	6.67	566.12	84.82
41396	2007	MI	2	3	9	2	4	26.7	894.6	33.51
41408	2007	MI	2	3	9	2	2	13.35	1509.65	113.1
41452	2007	MI	2	3	9	1	1	3.34	41.93	12.57
41414	2007	MI	2	3	9	2	5	33.37	482.25	14.45
41453	2007	MI	2	3	9	1	2	6.67	98.28	14.73
41415	2007	MI	2	3	9	2	1	6.67	41.93	6.28
41462	2007	MI	2	3	9	1	2	6.67	125.8	18.85
41469	2007	MI	2	3	9	1	38	126.81	2939.78	23.18
41428	2007	MI	2	3	9	2	4	26.7	608.18	22.78
41470	2007	MI	2	3	9	1	1	3.34	24154.33	7238.25
41435	2007	MI	2	4	9	1	2	6.67	1006.43	150.8
41395	2007	MI	2	4	9	2	5	33.37	6644.01	199.1
41446	2007	MI	2	4	9	1	2	6.67	391.39	58.64
41447	2007	MI	2	4	9	1	2	6.67	391.39	58.64
41450	2007	MI	2	4	9	1	66	220.25	2120.97	9.63
41410	2007	MI	2	4	9	2	18	120.13	1241.92	10.34
41411	2007	MI	2	4	9	2	4	26.7	581.72	21.79
41412	2007	MI	2	4	9	2	1	6.67	223.65	33.51
41455	2007	MI	2	4	9	1	4	13.35	2593.61	194.3
41416	2007	MI	2	4	9	2	2	13.35	3424.66	256.56
41471	2007	MI	2	4	9	1	1	3.34	223.65	67.02
41472	2007	MI	2	4	9	1	32	106.79	12564.72	117.66
41429	2007	MI	2	4	9	2	30	200.22	36534.89	182.47
41436	2007	MI	2	5	9	1	1	3.34	9589.04	2873.52
41437	2007	MI	2	5	9	1	1	3.34	8904.11	2668.27
41397	2007	MI	2	5	9	2	1	6.67	12077.16	1809.56
41460	2007	MI	2	5	9	1	5	16.69	2231.63	133.75
41420	2007	MI	2	5	9	2	15	100.11	13514.63	135
41461	2007	MI	2	5	9	1	35	116.8	4495.87	38.49
41421	2007	MI	2	5	9	2	34	226.92	10619.06	46.8
41433	2007	MI	2	6	9	1	55	183.54	768.8	4.19
41392	2007	MI	2	6	9	2	20	133.48	559.13	4.19
41451	2007	MI	2	6	9	1	20	66.74	279.56	4.19
41413	2007	MI	2	6	9	2	8	53.39	223.65	4.19
41417	2007	MI	2	6	9	2	90	600.67	7548.23	12.57
41456	2007	MI	2	6	9	1	22	73.42	922.56	12.57
41418	2007	MI	2	6	9	2	267	1781.98	22393.07	12.57
41464	2007	MI	2	6	9	1	4	13.35	104.84	7.85
41423	2007	MI	2	6	9	2	6	40.04	352.25	8.8
41473	2007	MI	2	6	9	1	18	60.07	251.61	4.19
41430	2007	MI	2	6	9	2	11	73.42	307.52	4.19
41449	2007	MI	2	7	9	1	2	6.67	13366.65	2002.77
41409	2007	MI	2	7	9	2	2	13.35	9784.74	733.04
41457	2007	MI	2	7	9	1	1	3.34	15376.02	4607.68
41478	2007	MI	2	1	10	2	4	2.38	2024.85	851.18
41479	2007	MI	2	1	10	2	4	2.38	6900.6	2900.78
41483	2007	MI	2	1	10	2	10	5.95	262.74	44.18
41522	2007	MI	2	1	10	1	3	1.72	65.21	37.83
41484	2007	MI	2	1	10	2	22	13.08	602.11	46.02
41523	2007	MI	2	1	10	1	31	17.81	3196.55	179.46
41485	2007	MI	2	1	10	2	25	14.87	3195.01	214.89
41524	2007	MI	2	1	10	1	58	33.33	1788.27	53.66
41486	2007	MI	2	1	10	2	13	7.73	344.22	44.52
41525	2007	MI	2	1	10	1	16	9.19	12595.13	1370.01
41487	2007	MI	2	1	10	2	18	10.71	21845.7	2040.71
41526	2007	MI	2	1	10	1	35	20.11	6130.64	304.85
41488	2007	MI	2	1	10	2	14	8.33	2044.22	245.52
41527	2007	MI	2	1	10	1	7	4.02	347.7	86.45
41489	2007	MI	2	1	10	2	64	38.06	10148.65	244.13
41490	2007	MI	2	1	10	2	23	13.68	3410.95	249.36
41491	2007	MI	2	1	10	2	2	1.19	210.72	177.16
41492	2007	MI	2	1	10	2	2	1.19	27.51	23.13
41493	2007	MI	2	1	10	2	1	0.6	81.64	137.28
41537	2007	MI	2	1	10	1	1	3.34	1341.91	402.12
41505	2007	MI	2	1	10	2	2	13.35	458.66	34.36
41542	2007	MI	2	1	10	1	1	0.58	1580.19	2750.11
41474	2007	MI	2	2	10	2	1	1.54	75.67	49.09
41518	2007	MI	2	2	10	1	26	11.48	7665.89	667.76
41477	2007	MI	2	2	10	2	27	41.62	29514.53	709.13
41528	2007	MI	2	2	10	1	4	1.77	1562.04	884.42
41532	2007	MI	2	2	10	1	219	96.7	43836	453.33
41494	2007	MI	2	2	10	2	47	72.45	29032.02	400.71
41501	2007	MI	2	2	10	2	1	1.54	698.74	453.28
41509	2007	MI	2	2	10	2	8	12.33	1025.55	83.16
41544	2007	MI	2	2	10	1	135	59.61	10615.78	178.09
41510	2007	MI	2	2	10	2	192	295.97	44200.14	149.34
41545	2007	MI	2	2	10	1	1	0.44	159.12	360.38
41546	2007	MI	2	2	10	1	5	2.21	1079.4	488.92
41511	2007	MI	2	2	10	2	99	152.61	78264.08	512.84
41547	2007	MI	2	2	10	1	1	0.44	2293.37	5194
41512	2007	MI	2	2	10	2	4	6.17	32941.47	5342.37
41548	2007	MI	2	2	10	1	2	0.88	2298.7	2603.04
41513	2007	MI	2	2	10	2	2	3.08	8733.39	2832.72
41475	2007	MI	2	3	10	2	13	86.76	1139.85	13.14
41481	2007	MI	2	3	10	2	4	26.7	894.6	33.51
41499	2007	MI	2	3	10	2	1	6.67	251.61	37.7
41500	2007	MI	2	3	10	2	9	60.07	810.73	13.5
41535	2007	MI	2	3	10	1	1	3.34	20.97	6.28
41540	2007	MI	2	3	10	1	8	26.7	1628.65	61.01
41549	2007	MI	2	3	10	1	88	293.66	3871.49	13.18
41514	2007	MI	2	3	10	2	3	20.02	625.7	31.25
41520	2007	MI	2	4	10	1	5	16.69	2246.34	134.63
41480	2007	MI	2	4	10	2	8	53.39	6198.38	116.09
41529	2007	MI	2	4	10	1	2	6.67	503.22	75.4
41530	2007	MI	2	4	10	1	2	6.67	299.66	44.9
41531	2007	MI	2	4	10	1	4	13.35	820.05	61.44
41534	2007	MI	2	4	10	1	41	136.82	1733.07	12.67
41496	2007	MI	2	4	10	2	33	220.25	2470.68	11.22
41497	2007	MI	2	4	10	2	3	20.02	248.49	12.41
41502	2007	MI	2	4	10	2	2	13.35	2012.86	150.8
41541	2007	MI	2	4	10	1	2	6.67	1198.63	179.59
41550	2007	MI	2	4	10	1	1	3.34	817.72	245.04
41551	2007	MI	2	4	10	1	40	133.48	18304.16	137.13
41515	2007	MI	2	4	10	2	32	213.57	34120.45	159.76
41482	2007	MI	2	5	10	2	1	6.67	16438.36	2463.01
41521	2007	MI	2	5	10	1	1	3.34	12328.77	3694.52
41538	2007	MI	2	5	10	1	6	20.02	2825.66	141.13
41506	2007	MI	2	5	10	2	12	80.09	12477.88	155.8
41539	2007	MI	2	5	10	1	25	83.43	1900.18	22.78
41507	2007	MI	2	5	10	2	30	200.22	8841.4	44.16
41517	2007	MI	2	6	10	1	145	483.87	2026.84	4.19
41476	2007	MI	2	6	10	2	80	533.93	2236.51	4.19
41498	2007	MI	2	6	10	2	24	160.18	670.95	4.19
41536	2007	MI	2	6	10	1	65	216.91	2725.75	12.57
41503	2007	MI	2	6	10	2	139	927.7	11657.82	12.57
41504	2007	MI	2	6	10	2	146	974.42	12244.9	12.57
41543	2007	MI	2	6	10	1	3	10.01	90.86	9.08
41508	2007	MI	2	6	10	2	5	33.37	279.56	8.38
41552	2007	MI	2	6	10	1	11	36.71	153.76	4.19
41516	2007	MI	2	6	10	2	10	66.74	279.56	4.19
41519	2007	MI	2	7	10	1	1	0.07	17788.44	266826.56
41533	2007	MI	2	7	10	1	1	3.34	1341.91	402.12
41495	2007	MI	2	7	10	2	3	20.02	27334.88	1365.23
41560	2007	MI	2	1	11	2	7	3.1	134.39	43.34
41604	2007	MI	2	1	11	1	3	1.61	79.97	49.77
41561	2007	MI	2	1	11	2	48	21.26	886.84	41.71
41605	2007	MI	2	1	11	1	24	12.85	2292.35	178.34
41562	2007	MI	2	1	11	2	5	2.22	385.98	174.26
41606	2007	MI	2	1	11	1	56	29.99	2122.89	70.78
41563	2007	MI	2	1	11	2	6	2.66	144.51	54.37
41607	2007	MI	2	1	11	1	35	18.75	44405.66	2368.92
41564	2007	MI	2	1	11	2	2	0.89	2174.87	2454.8
41608	2007	MI	2	1	11	1	89	47.67	18495.48	388.02
41565	2007	MI	2	1	11	2	11	4.87	2507.1	514.51
41609	2007	MI	2	1	11	1	7	3.75	816.97	169.36
41566	2007	MI	2	1	11	2	36	15.95	3255.93	182.11
41610	2007	MI	2	1	11	1	1	0.54	204.1	381.08
41567	2007	MI	2	1	11	2	5	2.22	381.99	172.46
41584	2007	MI	2	1	11	2	8	15.75	2058.14	130.67
41627	2007	MI	2	1	11	1	1	2.23	20.97	9.42
41585	2007	MI	2	1	11	2	23	45.28	6504.25	143.64
41586	2007	MI	2	1	11	2	9	17.72	1079.18	60.9
41631	2007	MI	2	1	11	1	1	0.54	1205.7	2251.22
41597	2007	MI	2	2	11	1	11	6.15	4220.87	686.04
41556	2007	MI	2	2	11	2	26	18.24	11597.81	635.85
41602	2007	MI	2	2	11	1	1	0.56	456.86	816.82
41611	2007	MI	2	2	11	1	1	0.56	720.58	1288.32
41568	2007	MI	2	2	11	2	2	1.4	1074.5	765.82
41570	2007	MI	2	2	11	2	1	0.7	77.24	110.1
41617	2007	MI	2	2	11	1	91	50.9	21763.74	427.6
41571	2007	MI	2	2	11	2	125	87.69	29714.29	338.85
41633	2007	MI	2	2	11	1	244	136.47	23992.12	175.8
41590	2007	MI	2	2	11	2	171	119.96	17965.65	149.76
41634	2007	MI	2	2	11	1	4	2.24	643.8	287.76
41591	2007	MI	2	2	11	2	108	75.77	29564.07	390.2
41635	2007	MI	2	2	11	1	1	0.56	2593.83	4637.5
41592	2007	MI	2	2	11	2	1	0.7	3578.69	5101.25
41636	2007	MI	2	2	11	1	1	0.56	1926.95	3445.2
41593	2007	MI	2	2	11	2	1	0.7	1808.99	2578.62
41553	2007	MI	2	3	11	2	4	7.88	672.3	85.37
41554	2007	MI	2	3	11	2	1	1.97	398.66	202.49
41599	2007	MI	2	3	11	1	1	2.23	1630.79	733.04
41558	2007	MI	2	3	11	2	4	7.88	515.44	65.45
41618	2007	MI	2	3	11	1	8	17.8	4771.23	268.08
41573	2007	MI	2	3	11	2	20	39.38	644.3	16.36
41622	2007	MI	2	3	11	1	4	8.9	273.08	30.69
41623	2007	MI	2	3	11	1	1	2.23	32.62	14.66
41578	2007	MI	2	3	11	2	33	64.97	1740.81	26.79
41624	2007	MI	2	3	11	1	1	2.23	83.87	37.7
41630	2007	MI	2	3	11	1	8	17.8	828.32	46.54
41637	2007	MI	2	3	11	1	13	28.92	462.74	16
41594	2007	MI	2	3	11	2	10	19.69	1875.68	95.27
41598	2007	MI	2	4	11	1	3	6.67	214.04	32.07
41600	2007	MI	2	4	11	1	4	8.9	1338.99	150.47
41557	2007	MI	2	4	11	2	4	7.88	908.56	115.37
41601	2007	MI	2	4	11	1	1	2.23	62.9	28.27
41612	2007	MI	2	4	11	1	3	6.67	313.2	46.93
41613	2007	MI	2	4	11	1	2	4.45	207.08	46.54
41614	2007	MI	2	4	11	1	36	80.09	7187.21	89.74
41569	2007	MI	2	4	11	2	9	17.72	3926.16	221.57
41615	2007	MI	2	4	11	1	2	4.45	223.65	50.27
41616	2007	MI	2	4	11	1	3	6.67	299.66	44.9
41619	2007	MI	2	4	11	1	62	137.93	1444.19	10.47
41575	2007	MI	2	4	11	2	15	29.53	432.88	14.66
41620	2007	MI	2	4	11	1	2	4.45	73.39	16.49
41576	2007	MI	2	4	11	2	4	7.88	217.45	27.61
41579	2007	MI	2	4	11	2	1	1.97	128.86	65.45
41626	2007	MI	2	4	11	1	2	4.45	72.8	16.36
41583	2007	MI	2	4	11	2	1	1.97	5524.83	2806.17
41638	2007	MI	2	4	11	1	1	2.23	223.65	100.53
41639	2007	MI	2	4	11	1	45	100.11	14709.84	146.93
41595	2007	MI	2	4	11	2	35	68.91	4893.33	71.01
41603	2007	MI	2	5	11	1	1	2.23	4025.72	1809.56
41559	2007	MI	2	5	11	2	1	1.97	3221.48	1636.25
41628	2007	MI	2	5	11	1	4	8.9	762.16	85.65
41587	2007	MI	2	5	11	2	2	3.94	411.12	104.41
41629	2007	MI	2	5	11	1	40	88.99	1932.92	21.72
41588	2007	MI	2	5	11	2	42	82.69	4039.8	48.85
41596	2007	MI	2	6	11	1	250	556.17	2329.7	4.19
41555	2007	MI	2	6	11	2	485	954.88	7812.08	8.18
41577	2007	MI	2	6	11	2	149	293.35	389.79	1.33
41621	2007	MI	2	6	11	1	6	13.35	55.91	4.19
41580	2007	MI	2	6	11	2	38	74.82	1012.69	13.54
41581	2007	MI	2	6	11	2	504	992.28	15095.46	15.21
41632	2007	MI	2	6	11	1	3	6.67	65.23	9.77
41589	2007	MI	2	6	11	2	1	1.97	16.96	8.61
41640	2007	MI	2	6	11	1	15	33.37	139.78	4.19
41572	2007	MI	2	7	11	2	1	1.97	1546.31	785.4
41574	2007	MI	2	7	11	2	1	1.97	1546.31	785.4
41625	2007	MI	2	7	11	1	1	2.23	10250.68	4607.68
41582	2007	MI	2	7	11	2	1	1.97	7312.27	3714.04
41685	2007	MI	2	1	13	1	2	0.76	1912.04	2513.28
41645	2007	MI	2	1	13	2	1	0.93	1769.12	1908.52
41648	2007	MI	2	1	13	2	1	0.93	72.8	78.54
41691	2007	MI	2	1	13	1	3	1.14	38.24	33.51
41649	2007	MI	2	1	13	2	10	9.27	343.32	37.04
41692	2007	MI	2	1	13	1	47	17.88	3309.46	185.11
41650	2007	MI	2	1	13	2	31	28.74	5859.75	203.92
41693	2007	MI	2	1	13	1	49	18.64	1169.15	62.73
41651	2007	MI	2	1	13	2	27	25.03	15579.13	622.47
41694	2007	MI	2	1	13	1	11	4.18	6477.46	1548.05
41695	2007	MI	2	1	13	1	70	26.63	9594.16	360.31
41652	2007	MI	2	1	13	2	33	30.59	9614.21	314.3
41696	2007	MI	2	1	13	1	11	4.18	496.49	115.17
41653	2007	MI	2	1	13	2	68	63.03	14248.14	178.71
41654	2007	MI	2	1	13	2	7	6.49	1228.7	189.36
41711	2007	MI	2	1	13	1	2	4.45	69.89	15.71
41712	2007	MI	2	1	13	1	2	4.45	125.8	28.27
41666	2007	MI	2	1	13	2	1	6.67	83.87	12.57
41669	2007	MI	2	1	13	2	1	0.93	699.45	754.57
41670	2007	MI	2	1	13	2	1	0.93	106.31	114.68
41682	2007	MI	2	2	13	1	3	1.04	41.1	39.39
41641	2007	MI	2	2	13	2	2	3.71	288.65	77.72
41684	2007	MI	2	2	13	1	11	3.83	2556.35	668.16
41644	2007	MI	2	2	13	2	2	3.71	2674.05	720
41697	2007	MI	2	2	13	1	1	0.35	17.33	49.82
41698	2007	MI	2	2	13	1	2	0.7	558.01	802.16
41655	2007	MI	2	2	13	2	6	11.14	6692.67	600.68
41703	2007	MI	2	2	13	1	50	17.39	7375.82	424.13
41658	2007	MI	2	2	13	2	32	59.42	24850.8	418.2
41704	2007	MI	2	2	13	1	1	0.35	51.2	147.2
41672	2007	MI	2	2	13	2	1	1.86	289.99	156.16
41716	2007	MI	2	2	13	1	265	92.17	14771.01	160.26
41673	2007	MI	2	2	13	2	264	490.24	74108.9	151.17
41717	2007	MI	2	2	13	1	2	0.7	177.66	255.4
41674	2007	MI	2	2	13	2	16	29.71	7374.22	248.19
41718	2007	MI	2	2	13	1	2	0.7	374.12	537.81
41675	2007	MI	2	2	13	2	38	70.57	31160.29	441.58
41676	2007	MI	2	2	13	2	1	1.86	8267.26	4452
41719	2007	MI	2	2	13	1	2	0.7	1757.49	2526.48
41677	2007	MI	2	2	13	2	1	1.86	4265.1	2296.8
41642	2007	MI	2	3	13	2	1	6.67	691.92	103.67
41688	2007	MI	2	3	13	1	1	2.23	12403.32	5575.29
41656	2007	MI	2	3	13	2	4	26.7	1789.21	67.02
41705	2007	MI	2	3	13	1	2	4.45	503.22	113.1
41709	2007	MI	2	3	13	1	1	2.23	23.3	10.47
41662	2007	MI	2	3	13	2	4	26.7	424.59	15.9
41720	2007	MI	2	3	13	1	20	44.49	711.9	16
41678	2007	MI	2	3	13	2	3	20.02	246.74	12.32
41686	2007	MI	2	4	13	1	1	2.23	251.61	113.1
41646	2007	MI	2	4	13	2	22	146.83	25026.65	170.45
41687	2007	MI	2	4	13	1	1	2.23	23.3	10.47
41647	2007	MI	2	4	13	2	1	6.67	188.71	28.27
41699	2007	MI	2	4	13	1	1	2.23	93.19	41.89
41657	2007	MI	2	4	13	2	20	133.48	22727.68	170.27
41700	2007	MI	2	4	13	1	2	4.45	228.31	51.31
41701	2007	MI	2	4	13	1	2	4.45	260.93	58.64
41702	2007	MI	2	4	13	1	2	4.45	149.1	33.51
41707	2007	MI	2	4	13	1	45	100.11	855.88	8.55
41659	2007	MI	2	4	13	2	22	146.83	1488.4	10.14
41708	2007	MI	2	4	13	1	1	2.23	74.55	33.51
41660	2007	MI	2	4	13	2	3	20.02	427.1	21.33
41710	2007	MI	2	4	13	1	1	2.23	335.48	150.8
41663	2007	MI	2	4	13	2	3	20.02	3141.9	156.92
41721	2007	MI	2	4	13	1	1	2.23	419.35	188.5
41679	2007	MI	2	4	13	2	4	26.7	4439.83	166.31
41722	2007	MI	2	4	13	1	17	37.82	4647.3	122.88
41680	2007	MI	2	4	13	2	192	1281.42	181954.54	141.99
41689	2007	MI	2	5	13	1	1	2.23	4025.72	1809.56
41690	2007	MI	2	5	13	1	2	4.45	6483.55	1457.18
41713	2007	MI	2	5	13	1	5	11.12	1449.26	130.29
41667	2007	MI	2	5	13	2	11	73.42	9365.84	127.57
41714	2007	MI	2	5	13	1	35	77.86	3368.51	43.26
41668	2007	MI	2	5	13	2	9	60.07	2193.73	36.52
41683	2007	MI	2	6	13	1	160	355.95	1491.01	4.19
41643	2007	MI	2	6	13	2	205	1368.19	5731.06	4.19
41661	2007	MI	2	6	13	2	58	387.1	1621.47	4.19
41664	2007	MI	2	6	13	2	10	66.74	838.69	12.57
41665	2007	MI	2	6	13	2	201	1341.49	16857.71	12.57
41715	2007	MI	2	6	13	1	6	13.35	117.42	8.8
41671	2007	MI	2	6	13	2	5	33.37	321.5	9.63
41723	2007	MI	2	6	13	1	17	37.82	158.42	4.19
41681	2007	MI	2	6	13	2	8	53.39	223.65	4.19
41706	2007	MI	2	7	13	1	1	2.23	894.6	402.12
45798	2008	MI	1	1	1	1	7	0.82	424.05	518.88
45799	2008	MI	1	1	1	1	7	0.82	178.62	218.57
45800	2008	MI	1	1	1	1	44	5.14	11214.77	2183.18
45804	2008	MI	1	1	1	1	52	6.07	46.47	7.66
45805	2008	MI	1	1	1	1	20	2.34	339.87	145.56
45806	2008	MI	1	1	1	1	7	0.82	128.42	157.14
45807	2008	MI	1	1	1	1	5	0.58	24.26	41.56
45808	2008	MI	1	1	1	1	1	0.12	23.47	201.06
45809	2008	MI	1	1	1	1	3	0.35	54.86	156.64
45810	2008	MI	1	1	1	1	1	0.12	2.48	21.21
45824	2008	MI	1	1	1	1	1	2	25.16	12.57
45827	2008	MI	1	1	1	1	2	0.23	962.65	4122.76
45828	2008	MI	1	1	1	1	70	8.17	2444.7	299.14
45829	2008	MI	1	1	1	1	58	6.77	566.91	83.72
45830	2008	MI	1	1	1	1	22	2.57	203.35	79.17
45831	2008	MI	1	1	1	1	44	5.14	411.21	80.05
45797	2008	MI	1	2	1	1	148	45.2	22653.82	501.16
45811	2008	MI	1	2	1	1	2	0.61	32751.47	53616.38
45812	2008	MI	1	2	1	1	2	0.61	66.6	109.03
45813	2008	MI	1	2	1	1	74	22.6	7484.31	331.14
45814	2008	MI	1	2	1	1	1	0.31	64.14	210
45820	2008	MI	1	2	1	1	2	0.61	44.95	73.58
45833	2008	MI	1	2	1	1	2	0.61	80.31	131.48
45834	2008	MI	1	2	1	1	4	1.22	242.8	198.74
45835	2008	MI	1	2	1	1	1	0.31	989.57	3240
45816	2008	MI	1	3	1	1	8	16.02	2876.71	179.59
45836	2008	MI	1	3	1	1	1	2	108.12	54
45801	2008	MI	1	4	1	1	8	16.02	2137.32	133.43
45818	2008	MI	1	4	1	1	22	44.05	1048.26	23.8
45821	2008	MI	1	4	1	1	5	10.01	1320.94	131.95
45837	2008	MI	1	4	1	1	57	114.13	12513.23	109.64
45802	2008	MI	1	5	1	1	1	2	3623.15	1809.56
45803	2008	MI	1	5	1	1	1	2	3321.22	1658.76
45825	2008	MI	1	5	1	1	35	70.08	12068.62	172.22
45826	2008	MI	1	5	1	1	59	118.13	7601.22	64.35
45796	2008	MI	1	6	1	1	8	16.02	74.61	4.66
45819	2008	MI	1	6	1	1	15	30.03	127.13	4.23
45822	2008	MI	1	6	1	1	62	124.14	1559.97	12.57
45823	2008	MI	1	6	1	1	10	20.02	251.61	12.57
45832	2008	MI	1	6	1	1	4	8.01	58.71	7.33
45838	2008	MI	1	6	1	1	20	40.04	167.74	4.19
45815	2008	MI	1	7	1	1	1	2	2415.43	1206.37
45817	2008	MI	1	7	1	1	2	4	2725.75	680.68
45842	2008	MI	1	1	2	1	30	1.86	1160.68	624.29
45843	2008	MI	1	1	2	1	4	0.25	64.79	261.34
45844	2008	MI	1	1	2	1	71	4.4	10479.55	2381.65
45849	2008	MI	1	1	2	1	2	0.12	3.03	24.44
45850	2008	MI	1	1	2	1	25	1.55	16.88	10.9
45851	2008	MI	1	1	2	1	8	0.5	65.86	132.83
45852	2008	MI	1	1	2	1	1	0.06	5.26	84.82
